area,eccentricity,solidity,mean_intensity,centroid_y,centroid_x
32.30406651214988,0.7073638896703718,0.33888313001823805,145.74860071968126,1054.4334430468002,261.3698780234731
776.3580376064348,0.989545414163692,0.6263282102530026,147.23708187736258,370.32222723444266,1765.0242840637213
638.1011694807958,0.99,0.61946684958497,138.88782252035833,993.5331161855748,1348.075575231791
80.1096729095263,0.7707813426640174,0.47663966912477757,158.22001283932738,519.7093710760304,718.4423758693242
7.195891496720287,0.9598489194388228,0.44034673371035804,132.72170177529674,1190.7321889502248,1279.8951600017394
143.43716376316925,0.972074050170518,0.42594115908757413,145.8610052532585,400.00853653345723,232.80701419238218
230.74380028590278,0.8651688271983858,0.8078512347296332,144.50948281891766,1108.9693152619407,1850.718542138296
305.80451924695114,0.8850001420475715,0.3,130.2529838230589,939.5336632128692,812.6521747128382
186.7059744760193,0.99,0.46528239504819435,137.05817288143453,1012.8250809050144,122.30306085953056
153.72395265249003,0.7594526152699287,0.6278986935609447,141.0395576824597,596.9232051579935,753.1301450416827
54.023745036157884,0.87246893244504,0.7195739381306875,136.44282824737365,832.1093678690906,1222.3097294819142
443.67091650983747,0.9488351623340507,0.3577387435953693,141.36651819946124,1828.2075304065252,335.46525814533516
219.19297003163072,0.9591487547069185,0.49022660128405493,153.7730728279618,870.2209702256629,1024.1458440876895
935.1696587334058,0.7675194901830967,0.3,145.44190621525027,1035.629164355367,217.53816775607578
616.8408822877061,0.9622333972217197,0.4068552776329069,140.29397377234037,1360.2680270726792,1938.478875036974
15.03073439418304,0.8164204973579938,0.48350493591098487,142.8452843533543,973.9141460503174,343.33990886650815
146.49525711808855,0.9536336135659097,0.3,139.02344835668222,898.8740686301722,101.00419699472762
306.9875825135858,0.99,0.4597724940867829,141.2943453125817,862.0471042076816,182.60080193575106
344.59662340325616,0.8239908645741323,0.37242223826037313,151.64171431853717,1511.279533743623,1214.1108945324506
23.93703357750655,0.8278524721717383,0.3,142.40708184370985,1230.603494827789,632.0911609925835
48.47862869747078,0.908489570982526,0.44003345975192365,138.6410710657703,870.8857629027442,130.1428543872979
192.19995430782689,0.99,0.3864507122789445,132.83682272651598,559.6971115846052,860.558888420168
31.869525029056,0.99,0.482478705851595,138.84324654482356,653.1043909891766,1017.8697830297504
108.18391408208764,0.8577798139913153,0.6739512850305666,150.18294545798867,822.8837179320168,560.5639330022777
51.07465682634134,0.99,0.542201384740738,119.91381272445989,233.42036501601186,737.6077045435152
130.46936702081928,0.9507179182605796,0.8854609916295784,147.74238546918005,1207.2166280791266,1120.3601229346452
507.7315124405309,0.9465866043209903,0.7905903038415818,150.1199727505982,1934.5552912552764,120.40796043292082
1065.746961678411,0.966225849214572,0.507413373366859,133.95079040267558,1613.4030911925395,862.755624530043
3276.1156754623516,0.8444577323886474,0.4653995082132885,126.33721199401003,427.28834895634856,209.20657792972082
497.8394928525849,0.8092353593874944,0.7630254422665519,144.9091552318903,754.5565329591358,101.25944458166616
343.53486015804793,0.7276051098215918,0.5750879471703427,146.97341910476635,237.92942221095072,1252.0102658851358
420.17572762649553,0.7429707111335917,0.6041774195212236,130.26862532413585,885.8723521526776,1092.6191903177914
680.2626296667348,0.9831020492036147,0.3,133.5467443490606,1750.061321299132,1689.3200698481755
296.92411312899145,0.7856522017127228,0.4239038490434001,145.10094760794203,1735.1112187903861,1274.4216064870704
447.2231607717852,0.933834092976823,0.3,126.32306645481843,1587.9870199861332,748.6485725937504
142.4494232909726,0.8697969996775609,0.724831132342358,148.6139690855069,323.80681225076614,1458.7733874394605
346.20385726298593,0.9392807057741717,0.6151611844830649,133.96253851829732,145.37609107212356,1436.1015514554063
274.52173861730284,0.8982616379933522,0.7224043989967892,132.21944757839773,409.40167283353054,172.33415337983968
1656.5224188561551,0.8606625529559948,0.3,144.751230299084,1507.1972821340735,1158.526493639603
725.5077520854541,0.8763718786819013,0.40694502010532085,150.3656887168795,1447.3185211012426,239.48001997055135
441.85422213118665,0.99,0.35502522365592365,139.0892040110958,1179.6660229038678,1894.197752821288
1269.023234488797,0.9323121943924887,0.5871952760172444,131.52061752001296,1187.5154808457855,904.4376942346972
610.4682682233266,0.9509631348570864,0.40092571573197766,144.18216433020598,1462.6890152248054,1301.4549097291952
904.2577885626962,0.99,0.8030167442287632,139.99606489459794,246.4869393080106,1188.9000040459644
9.74978260988053,0.7196914548108322,0.6755277490447567,162.46195405175186,1182.1476972467774,579.3057642110327
126.56375891029461,0.7617700273830784,0.469288894755007,143.75356128430653,695.552133697138,236.83486202919113
54.210829726892094,0.9507926698622656,0.4783677312246242,126.8005275272601,1071.807505771124,1166.4370615051641
439.59867536830814,0.9199498444254841,0.5099607963449078,153.7407812601285,1421.3257520289949,1816.1035664678245
50.249546675686844,0.9369265450562191,0.35418809131365114,144.1954716860591,1213.2753079683073,1197.999722576212
41.709236180853544,0.9246261968044134,0.6605190670303571,122.5628989650036,1940.9948107666758,850.700153764957
1473.4455326212178,0.9622463097556835,0.31637139935715364,168.0663680274943,1832.4584475716947,1472.6757172500627
126.2871758576839,0.9144207081402846,0.3452130723097838,164.23227094326336,1483.2491080653742,330.3727419750719
135.47284103131537,0.8457933448700239,0.5229166428984835,128.3786769623925,1486.1400452051,323.39089913187104
256.7045785925023,0.8224579003568568,0.746492039552926,150.04639471509077,1227.2831408710283,1304.376116624539
30.433415675735155,0.711229869968816,0.3064112348679849,150.48485634472274,509.1601575014693,801.631449983883
661.7398748801354,0.951862587690411,0.4462055781236444,153.21076192254577,804.6561172454346,1137.2005292752697
723.5575859134074,0.6731819803408249,0.5020245829339973,120.77147096039923,371.109378982778,1232.4808471513275
463.2002022772112,0.9540588695078721,0.5087284437882745,130.26063304915326,1158.832592384621,1830.026397262606
394.3784642836241,0.8319385309491247,0.39577835363864566,155.89487961233672,996.6414500221122,1696.679723038841
2393.864013573589,0.8737024424058725,0.3,130.70072204863703,685.2028609905298,1018.6654323354675
229.87103721977144,0.7332673374790457,0.776097386953011,143.0875834079171,1246.9378150295654,217.48407132106394
913.431695543768,0.7394899272234813,0.4646096211801844,128.8722060065952,697.9734148627077,1637.1272611942468
2627.469597275046,0.8548257806504174,0.43111859307174266,142.9191458595072,865.8522166907607,1859.4680400532707
38.84158193181409,0.9704831719760096,0.5575436142374928,148.7467952932669,1053.8916795258665,887.8389757798137
3187.0732073835725,0.955597098139821,0.3,133.1953880537165,149.494724534891,1229.0692972098232
14.305057727356456,0.875687027720342,0.3468171226711647,137.65194292991902,924.8251023702603,1812.592217777169
714.7663906689996,0.779207832649796,0.5802380595936946,132.4553765932645,1490.981302045839,852.6183279269889
166.0227678019491,0.8349418144400881,0.8550726871984159,124.12168613183248,983.893117757543,1664.3113184352007
1641.01533198924,0.8953332895619357,0.3729776412607913,146.86994760696632,1779.458802512024,526.6258640289433
65.80749096853117,0.9762107280305078,0.3,152.64514405969624,1803.3192939725552,270.9456999804794
7.283862121101616,0.8931149483697643,0.40293053040026505,135.45065989841137,1256.6579095685208,667.7829415589446
10.94301454824021,0.960868454238309,0.6311120080502424,142.6948007149063,764.0886418127565,621.539437360767
86.65916791714186,0.8729777121844109,0.6027841330083918,137.5211164760993,839.0574205966369,175.19201821925603
15.362898631025496,0.9355950588442902,0.4654090286992486,134.19553098925678,722.8421150598941,214.98539902583144
19.04990099396323,0.9129781658032952,0.466773604146152,139.2000022148624,191.46244144779547,1801.7183453745135
161.27119418011688,0.9564125069114331,0.8525146109474869,149.11040726871573,163.2825120268055,1295.627143142602
922.3029283682004,0.99,0.5618556785878333,155.97162442660468,997.7321183068815,588.3368293389923
5639.82268900573,0.7104742791967592,0.6569238939430331,134.44063894431656,1589.6491917267815,102.99098161311346
167.79029581098317,0.9798391895285713,0.6769750969127767,148.59328898318492,1090.4671005959433,612.0057706642937
573.5745743967664,0.8766077150802895,0.5999363747032265,124.96101188119137,1408.3145536579614,1619.9740633616905
